# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Mon, 30 Mar 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
164.92.149.228	1
164.92.149.254	1
164.92.150.22	1
164.92.150.50	1
164.92.150.145	1
164.92.150.154	1
164.92.150.181	1
164.92.150.188	1
164.92.150.236	1
164.92.150.246	1
164.92.152.104	1
164.92.152.232	1
164.92.153.65	1
164.92.153.87	1
164.92.153.134	1
164.92.153.156	1
164.92.153.164	1
164.92.153.173	1
164.92.153.176	1
164.92.153.180	1
164.92.153.207	1
164.92.153.221	1
164.92.153.244	1
164.92.153.245	1
164.92.155.13	1
164.92.155.21	1
164.92.155.66	1
164.92.155.68	1
164.92.155.79	1
164.92.155.153	1
164.92.155.178	1
164.92.155.188	1
164.92.155.248	1
164.92.156.25	1
164.92.156.65	1
164.92.156.68	1
164.92.156.74	1
164.92.156.80	1
164.92.156.195	1
164.92.156.241	1
164.92.156.254	1
164.92.157.24	1
164.92.157.55	1
164.92.157.75	1
164.92.157.103	1
164.92.157.109	1
164.92.157.113	1
164.92.157.136	1
164.92.157.137	1
164.92.157.141	1
164.92.157.197	1
164.92.157.234	1
164.92.157.246	1
164.92.158.17	1
164.92.158.113	1
164.92.158.118	1
164.92.158.130	1
164.92.158.134	1
164.92.158.212	1
164.92.159.55	1
164.92.159.100	1
164.92.159.106	1
164.92.159.140	1
164.92.159.153	1
164.92.159.157	1
164.92.159.203	1
164.92.159.209	1
164.92.178.52	1
164.92.183.196	1
164.92.193.130	1
164.92.208.130	1
164.92.210.10	1
164.92.210.24	1
164.92.210.115	1
164.92.210.116	1
164.92.210.174	1
164.92.210.188	1
164.92.210.247	1
164.92.212.13	1
164.92.212.20	1
164.92.212.65	1
164.92.212.149	1
164.92.212.178	1
164.92.212.182	1
164.92.212.184	1
164.92.212.216	1
164.92.212.233	1
164.92.212.245	1
164.92.213.2	1
164.92.213.17	1
164.92.213.24	1
164.92.213.94	1
164.92.213.156	1
164.92.213.174	1
164.92.213.199	1
164.92.213.205	1
164.92.213.209	1
164.92.213.225	1
164.92.213.246	1
164.92.214.11	1
164.92.214.28	1
164.92.214.66	1
164.92.214.128	1
164.92.214.138	1
164.92.214.193	1
164.92.214.196	1
164.92.214.223	1
164.92.215.34	1
164.92.215.43	1
164.92.215.178	1
164.92.215.230	1
164.92.215.241	1
164.92.217.58	1
164.92.217.77	1
164.92.217.96	1
164.92.217.172	1
164.92.217.191	1
164.92.217.234	1
164.92.217.250	1
164.92.218.28	1
164.92.218.75	1
164.92.218.126	1
164.92.218.162	1
164.92.218.173	1
164.92.218.198	1
164.92.219.27	1
164.92.219.59	1
164.92.219.67	1
164.92.219.87	1
164.92.219.98	1
164.92.219.114	1
164.92.219.121	1
164.92.219.125	1
164.92.219.164	1
164.92.219.191	1
164.92.219.231	1
164.92.220.3	1
164.92.220.49	1
164.92.220.81	1
164.92.220.141	1
164.92.220.145	1
164.92.220.162	1
164.92.220.201	1
164.92.220.237	1
164.92.220.243	1
164.92.221.225	1
164.92.222.6	1
164.92.222.63	1
164.92.222.82	1
164.92.222.111	1
164.92.222.127	1
164.92.222.137	1
164.92.222.188	1
164.92.222.241	1
164.92.222.246	1
164.92.223.65	1
164.92.223.156	1
164.92.223.159	1
164.92.223.161	1
164.92.223.222	1
164.92.223.250	1
164.92.232.89	1
164.92.244.132	1
164.92.253.112	1
164.132.202.177	1
164.132.207.73	1
164.132.215.208	1
164.138.84.72	1
164.151.136.50	1
164.164.5.54	1
165.16.76.202	1
165.22.37.239	1
165.22.52.108	1
165.22.54.18	1
165.22.60.26	1
165.22.61.123	1
165.22.80.64	1
165.22.93.145	1
165.22.115.17	1
165.22.121.5	1
165.22.121.8	1
165.22.121.39	1
165.22.121.52	1
165.22.121.114	1
165.22.121.116	1
165.22.121.129	1
165.22.121.175	1
165.22.125.9	1
165.22.125.31	1
165.22.125.80	1
165.22.125.99	1
165.22.125.112	1
165.22.125.200	1
165.22.126.15	1
165.22.126.34	1
165.22.126.116	1
165.22.126.155	1
165.22.126.160	1
165.22.126.238	1
165.22.161.94	1
165.22.170.201	1
165.22.185.38	1
165.22.193.5	1
165.22.193.31	1
165.22.193.45	1
165.22.193.105	1
165.22.193.136	1
165.22.193.154	1
165.22.193.207	1
165.22.193.223	1
165.22.193.244	1
165.22.193.247	1
165.22.194.21	1
165.22.194.22	1
165.22.194.35	1
165.22.194.112	1
165.22.194.131	1
165.22.194.151	1
165.22.198.8	1
165.22.198.22	1
165.22.198.61	1
165.22.198.65	1
165.22.198.104	1
165.22.198.135	1
165.22.198.152	1
165.22.198.194	1
165.22.199.5	1
165.22.199.11	1
165.22.199.43	1
165.22.199.78	1
165.22.199.182	1
165.22.199.186	1
165.22.199.201	1
165.22.199.226	1
165.22.200.38	1
165.22.200.72	1
165.22.200.98	1
165.22.200.133	1
165.22.200.220	1
165.22.201.12	1
165.22.201.43	1
165.22.201.51	1
165.22.201.84	1
165.22.201.88	1
165.22.201.99	1
165.22.201.179	1
165.22.201.255	1
165.22.202.20	1
165.22.202.42	1
165.22.202.51	1
165.22.202.120	1
165.22.202.133	1
165.22.202.144	1
165.22.202.171	1
165.22.202.173	1
165.22.202.198	1
165.22.203.41	1
165.22.203.104	1
165.22.203.152	1
165.22.203.163	1
165.22.203.173	1
165.22.204.24	1
165.22.204.43	1
165.22.204.88	1
165.22.204.92	1
165.22.204.95	1
165.22.204.144	1
165.22.204.186	1
165.22.204.198	1
165.22.204.220	1
165.22.205.84	1
165.22.205.198	1
165.22.206.44	1
165.22.206.142	1
165.22.206.200	1
165.22.206.227	1
165.22.206.233	1
165.22.207.0	1
165.22.207.174	1
165.22.207.212	1
165.22.207.242	1
165.22.208.24	1
165.22.208.74	1
165.22.208.77	1
165.22.208.222	1
165.22.209.33	1
165.22.209.67	1
165.22.209.104	1
165.22.209.134	1
165.22.209.140	1
165.22.209.188	1
165.22.209.208	1
165.22.209.210	1
165.22.209.212	1
165.22.210.95	1
165.22.210.104	1
165.22.210.112	1
165.22.210.114	1
165.22.210.124	1
165.22.210.147	1
165.22.210.213	1
165.22.211.32	1
165.22.211.41	1
165.22.211.44	1
165.22.211.75	1
165.22.211.160	1
165.22.212.30	1
165.22.212.31	1
165.22.212.32	1
165.22.212.147	1
165.22.212.212	1
165.22.212.221	1
165.22.213.80	1
165.22.213.99	1
165.22.213.172	1
165.22.215.47	1
165.22.215.59	1
165.22.215.83	1
165.22.215.119	1
165.22.215.141	1
165.22.215.196	1
165.22.215.247	1
165.22.216.11	1
165.22.216.34	1
165.22.216.50	1
165.22.216.148	1
165.22.217.19	1
165.22.217.43	1
165.22.217.110	1
165.22.217.161	1
165.22.220.229	1
165.22.221.18	1
165.22.222.34	1
165.22.222.52	1
165.22.222.111	1
165.22.222.206	1
165.22.222.228	1
165.22.222.250	1
165.22.223.20	1
165.22.223.67	1
165.22.223.101	1
165.22.223.144	1
165.22.223.152	1
165.22.223.215	1
165.22.231.53	1
165.22.231.105	1
165.22.231.182	1
165.22.233.147	1
165.22.236.134	1
165.22.239.20	1
165.22.239.148	1
165.22.239.178	1
165.22.239.186	1
165.51.254.176	1
165.101.154.18	1
165.101.154.81	1
165.101.154.82	1
165.101.154.83	1
165.101.154.85	1
165.101.154.86	1
165.101.154.87	1
165.101.154.88	1
165.101.154.89	1
165.101.154.90	1
165.101.154.91	1
165.101.154.92	1
165.101.154.93	1
165.101.154.94	1
165.101.154.95	1
165.101.154.146	1
165.154.6.17	1
165.154.6.33	1
165.154.6.82	1
165.154.6.95	1
165.154.6.100	1
165.154.6.125	1
165.154.6.153	1
165.154.6.208	1
165.154.12.139	1
165.154.22.103	1
165.154.22.211	1
165.154.22.216	1
165.154.22.238	1
165.154.33.91	1
165.154.36.172	1
165.154.36.204	1
165.154.36.218	1
165.154.36.230	1
165.154.41.110	1
165.154.119.15	1
165.154.128.199	1
165.154.134.59	1
165.154.134.84	1
165.154.134.117	1
165.154.134.166	1
165.154.134.203	1
165.154.134.233	1
165.154.135.20	1
165.154.135.184	1
165.154.135.210	1
165.154.135.221	1
165.154.151.176	1
165.154.162.6	1
165.154.162.9	1
165.154.162.38	1
165.154.162.45	1
165.154.162.69	1
165.154.162.87	1
165.154.162.96	1
165.154.162.128	1
165.154.162.137	1
165.154.162.204	1
165.154.162.210	1
165.154.162.222	1
165.154.162.227	1
165.154.162.229	1
165.154.162.242	1
165.154.162.246	1
165.154.162.251	1
165.154.162.254	1
165.154.163.19	1
165.154.163.24	1
165.154.163.27	1
165.154.163.36	1
165.154.163.43	1
165.154.163.65	1
165.154.163.87	1
165.154.163.125	1
165.154.163.133	1
165.154.163.134	1
165.154.163.148	1
165.154.163.182	1
165.154.163.218	1
165.154.163.222	1
165.154.163.227	1
165.154.163.233	1
165.154.172.9	1
165.154.172.30	1
165.154.172.36	1
165.154.172.73	1
165.154.172.77	1
165.154.172.98	1
165.154.172.135	1
165.154.172.163	1
165.154.172.210	1
165.154.172.231	1
165.154.172.234	1
165.154.172.237	1
165.154.173.32	1
165.154.173.41	1
165.154.173.58	1
165.154.173.60	1
165.154.173.195	1
165.154.173.196	1
165.154.173.239	1
165.154.174.206	1
165.154.182.6	1
165.154.182.12	1
165.154.205.217	1
165.154.221.175	1
165.154.227.13	1
165.154.227.66	1
165.154.252.65	1
165.154.252.214	1
165.188.140.39	1
165.227.3.79	1
165.227.35.8	1
165.227.35.67	1
165.227.35.76	1
165.227.35.84	1
165.227.35.240	1
165.227.43.14	1
165.227.84.14	1
165.227.147.215	1
165.227.153.202	1
165.227.165.2	1
165.227.173.41	1
165.227.193.64	1
165.227.203.213	1
165.227.229.41	1
165.227.229.88	1
165.227.229.90	1
165.227.229.102	1
165.227.229.154	1
165.227.230.73	1
165.227.230.95	1
165.227.230.125	1
165.227.230.168	1
165.227.230.194	1
165.227.230.224	1
165.227.230.243	1
165.227.233.49	1
165.227.233.53	1
165.227.233.112	1
165.227.233.130	1
165.227.233.175	1
165.227.233.217	1
165.227.236.3	1
165.227.236.58	1
165.227.236.60	1
165.227.236.159	1
165.227.239.77	1
165.227.239.109	1
165.227.239.153	1
165.227.239.197	1
165.232.33.216	1
165.232.36.4	1
165.232.36.14	1
165.232.36.67	1
165.232.36.70	1
165.232.36.127	1
165.232.36.199	1
165.232.44.163	1
165.232.45.20	1
165.232.45.38	1
165.232.45.66	1
165.232.45.72	1
165.232.45.110	1
165.232.45.246	1
165.232.46.7	1
165.232.47.25	1
165.232.47.72	1
165.232.47.86	1
165.232.47.112	1
165.232.47.135	1
165.232.47.149	1
165.232.47.174	1
165.232.61.133	1
165.232.69.224	1
165.232.81.4	1
165.232.81.60	1
165.232.81.144	1
165.232.81.248	1
165.232.83.37	1
165.232.83.42	1
165.232.83.79	1
165.232.83.105	1
165.232.83.204	1
165.232.85.25	1
165.232.85.95	1
165.232.85.176	1
165.232.85.205	1
165.232.85.232	1
165.232.85.239	1
165.232.86.34	1
165.232.86.52	1
165.232.86.88	1
165.232.86.129	1
165.232.86.151	1
165.232.86.180	1
165.232.86.194	1
165.232.86.209	1
165.232.86.231	1
165.232.86.241	1
165.232.87.145	1
165.232.87.160	1
165.232.87.174	1
165.232.87.193	1
165.232.87.202	1
165.232.88.27	1
165.232.88.83	1
165.232.88.121	1
165.232.88.187	1
165.232.88.245	1
165.232.89.64	1
165.232.89.78	1
165.232.89.82	1
165.232.89.193	1
165.232.89.252	1
165.232.90.60	1
165.232.90.63	1
165.232.90.138	1
165.232.90.158	1
165.232.90.178	1
165.232.90.201	1
165.232.91.16	1
165.232.91.22	1
165.232.91.23	1
165.232.91.32	1
165.232.91.66	1
165.232.91.85	1
165.232.91.148	1
165.232.91.171	1
165.232.91.179	1
165.232.91.242	1
165.232.92.63	1
165.232.92.118	1
165.232.92.156	1
165.232.92.224	1
165.232.92.226	1
165.232.93.6	1
165.232.93.23	1
165.232.93.38	1
165.232.93.78	1
165.232.93.83	1
165.232.93.91	1
165.232.93.235	1
165.232.93.237	1
165.232.94.43	1
165.232.94.54	1
165.232.94.177	1
165.232.94.206	1
165.232.94.219	1
165.232.95.25	1
165.232.95.105	1
165.232.95.128	1
165.232.95.157	1
165.232.95.158	1
165.232.95.170	1
165.232.95.204	1
165.232.95.227	1
165.232.95.240	1
165.232.95.243	1
165.232.98.3	1
165.232.98.94	1
165.232.98.106	1
165.232.98.110	1
165.232.98.126	1
165.232.98.157	1
165.232.98.255	1
165.232.99.15	1
165.232.99.32	1
165.232.99.76	1
165.232.99.84	1
165.232.99.87	1
165.232.99.202	1
165.232.104.228	1
165.232.106.88	1
165.232.107.25	1
165.232.107.45	1
165.232.107.57	1
165.232.107.148	1
165.232.107.157	1
165.232.107.167	1
165.232.107.172	1
165.232.107.204	1
165.232.107.219	1
165.232.137.75	1
165.232.161.173	1
165.232.170.39	1
165.232.176.5	1
165.232.176.10	1
165.232.176.32	1
165.232.176.126	1
165.232.176.139	1
165.232.176.144	1
165.232.176.153	1
165.232.176.173	1
165.232.176.196	1
165.232.176.228	1
165.232.177.149	1
165.232.177.150	1
165.232.177.191	1
165.232.178.15	1
165.232.178.44	1
165.232.178.107	1
165.232.178.116	1
165.232.178.164	1
165.232.178.210	1
165.232.178.226	1
165.232.178.248	1
165.232.179.42	1
165.232.179.103	1
165.232.179.144	1
165.232.179.160	1
165.232.179.174	1
165.232.179.233	1
165.232.180.4	1
165.232.180.60	1
165.232.180.86	1
165.232.180.118	1
165.232.180.168	1
165.232.180.221	1
165.232.180.236	1
165.232.180.251	1
165.232.182.59	1
165.232.182.66	1
165.232.182.86	1
165.232.182.119	1
165.232.182.195	1
165.232.182.197	1
165.232.182.206	1
165.232.182.226	1
165.232.182.255	1
165.232.183.1	1
165.232.183.79	1
165.232.183.98	1
165.232.183.131	1
165.232.183.153	1
165.232.183.184	1
165.232.183.226	1
165.232.183.230	1
165.232.184.10	1
165.232.184.44	1
165.232.184.98	1
165.232.184.114	1
165.232.184.187	1
165.232.187.34	1
165.232.187.38	1
165.232.187.53	1
165.232.187.74	1
165.232.187.77	1
165.232.187.145	1
165.232.187.173	1
165.232.187.174	1
165.232.187.195	1
165.232.188.17	1
165.232.188.26	1
165.232.188.60	1
165.232.188.106	1
165.232.188.195	1
165.232.188.243	1
165.232.189.28	1
165.232.189.39	1
165.232.189.40	1
165.232.189.46	1
165.232.189.99	1
165.232.189.129	1
165.232.190.64	1
165.232.190.65	1
165.232.190.108	1
165.232.190.216	1
165.232.190.235	1
165.232.190.252	1
165.232.191.52	1
165.232.191.59	1
165.232.191.98	1
165.232.191.149	1
165.232.191.173	1
165.232.191.241	1
165.245.128.41	1
165.245.128.87	1
165.245.128.91	1
165.245.128.113	1
165.245.128.147	1
165.245.128.220	1
165.245.128.241	1
165.245.129.50	1
165.245.129.55	1
165.245.129.69	1
165.245.129.78	1
165.245.129.79	1
165.245.132.29	1
165.245.132.47	1
165.245.132.101	1
165.245.132.144	1
165.245.132.171	1
165.245.132.234	1
165.245.135.67	1
165.245.135.85	1
165.245.135.90	1
165.245.135.129	1
165.245.135.160	1
165.245.136.10	1
165.245.136.31	1
165.245.136.92	1
165.245.136.161	1
165.245.136.237	1
165.245.136.246	1
165.245.140.17	1
165.245.140.78	1
165.245.140.97	1
165.245.140.193	1
165.245.140.198	1
165.245.163.8	1
165.245.163.27	1
165.245.163.34	1
165.245.163.35	1
165.245.163.37	1
165.245.163.38	1
165.245.163.39	1
165.245.163.40	1
165.245.163.41	1
165.245.163.42	1
165.245.163.43	1
165.245.163.46	1
165.245.163.47	1
165.245.163.49	1
165.245.163.52	1
165.245.163.53	1
165.245.163.54	1
165.245.163.55	1
165.245.163.58	1
165.245.163.61	1
165.245.163.62	1
165.245.163.64	1
165.245.163.66	1
165.245.163.67	1
165.245.163.68	1
165.245.163.73	1
165.245.163.74	1
165.245.163.75	1
165.245.163.82	1
165.245.163.86	1
165.245.163.87	1
165.245.163.88	1
165.245.163.94	1
165.245.164.113	1
165.245.164.117	1
165.245.164.123	1
165.245.164.126	1
165.245.164.127	1
165.245.164.128	1
165.245.164.134	1
165.245.164.135	1
165.245.164.136	1
165.245.164.138	1
165.245.167.128	1
165.245.174.168	1
165.245.175.29	1
165.245.175.71	1
165.245.175.124	1
165.245.175.130	1
165.245.175.134	1
165.245.175.140	1
165.245.175.141	1
165.245.175.142	1
165.245.175.143	1
165.245.175.144	1
165.245.175.145	1
165.245.175.146	1
165.245.175.147	1
165.245.175.148	1
165.245.175.149	1
165.245.175.150	1
165.245.175.155	1
165.245.175.156	1
165.245.175.157	1
165.245.175.158	1
165.245.175.161	1
165.245.175.162	1
165.245.175.165	1
165.245.175.166	1
165.245.175.167	1
165.245.175.168	1
165.245.175.169	1
165.245.175.170	1
165.245.175.171	1
165.245.175.172	1
165.245.175.173	1
165.245.175.174	1
165.245.175.175	1
165.245.175.176	1
165.245.175.180	1
165.245.175.181	1
165.245.175.182	1
165.245.175.183	1
165.245.175.184	1
165.245.175.185	1
165.245.175.186	1
165.245.175.187	1
165.245.175.188	1
165.245.175.189	1
165.245.175.191	1
165.245.175.192	1
165.245.175.193	1
165.245.175.194	1
165.245.175.195	1
165.245.175.196	1
165.245.175.197	1
165.245.175.198	1
165.245.175.199	1
165.245.175.200	1
165.245.178.88	1
165.245.179.125	1
165.245.182.45	1
165.245.182.74	1
165.245.182.84	1
165.245.182.96	1
165.245.182.199	1
165.245.182.226	1
165.245.182.235	1
165.245.182.247	1
165.245.187.61	1
165.245.188.8	1
165.245.188.9	1
165.245.188.99	1
165.245.189.23	1
165.245.189.83	1
165.245.189.95	1
165.245.189.106	1
165.245.189.180	1
165.245.189.232	1
165.245.189.248	1
165.245.191.4	1
166.142.197.35	1
166.165.75.170	1
167.71.0.33	1
167.71.0.80	1
167.71.0.196	1
167.71.1.60	1
167.71.1.156	1
167.71.1.193	1
167.71.1.196	1
167.71.1.243	1
167.71.2.153	1
167.71.3.57	1
167.71.3.75	1
167.71.3.78	1
167.71.3.85	1
167.71.3.104	1
167.71.3.147	1
167.71.3.179	1
167.71.3.200	1
167.71.3.240	1
167.71.4.1	1
167.71.4.17	1
167.71.4.28	1
167.71.4.41	1
167.71.4.65	1
167.71.4.71	1
167.71.4.212	1
167.71.5.126	1
167.71.6.66	1
167.71.7.12	1
167.71.7.45	1
167.71.7.76	1
167.71.7.80	1
167.71.7.109	1
167.71.7.118	1
167.71.7.120	1
167.71.7.150	1
167.71.7.169	1
167.71.9.1	1
167.71.9.97	1
167.71.9.153	1
167.71.11.46	1
167.71.11.99	1
167.71.11.109	1
167.71.11.149	1
167.71.11.163	1
167.71.11.188	1
167.71.11.212	1
167.71.11.239	1
167.71.12.13	1
167.71.12.24	1
167.71.12.88	1
167.71.12.125	1
167.71.12.185	1
167.71.12.209	1
167.71.12.229	1
167.71.13.7	1
167.71.13.56	1
167.71.13.96	1
167.71.13.130	1
167.71.13.135	1
167.71.13.183	1
167.71.13.203	1
167.71.13.215	1
167.71.13.226	1
167.71.13.228	1
167.71.13.236	1
167.71.14.3	1
167.71.14.9	1
167.71.14.60	1
167.71.14.84	1
167.71.14.86	1
167.71.14.157	1
167.71.15.34	1
167.71.15.42	1
167.71.15.59	1
167.71.15.134	1
167.71.15.139	1
167.71.15.175	1
167.71.15.199	1
167.71.15.220	1
167.71.19.140	1
167.71.31.94	1
167.71.43.49	1
167.71.46.204	1
167.71.64.61	1
167.71.64.99	1
167.71.64.114	1
167.71.64.128	1
167.71.64.132	1
167.71.64.163	1
167.71.64.195	1
167.71.65.20	1
167.71.65.93	1
167.71.65.187	1
167.71.65.200	1
167.71.65.206	1
167.71.66.69	1
167.71.68.22	1
167.71.69.43	1
167.71.69.153	1
167.71.69.171	1
167.71.69.214	1
167.71.69.227	1
167.71.70.78	1
167.71.70.92	1
167.71.70.129	1
167.71.70.133	1
167.71.71.68	1
167.71.71.122	1
167.71.71.167	1
167.71.71.170	1
167.71.71.182	1
167.71.71.198	1
167.71.71.212	1
167.71.71.216	1
167.71.72.14	1
167.71.72.68	1
167.71.72.73	1
167.71.72.95	1
167.71.72.105	1
167.71.72.128	1
167.71.72.146	1
167.71.72.149	1
167.71.72.223	1
167.71.72.251	1
167.71.73.6	1
167.71.73.101	1
167.71.73.117	1
167.71.73.160	1
167.71.73.169	1
167.71.73.193	1
167.71.73.218	1
167.71.73.220	1
167.71.74.8	1
167.71.74.66	1
167.71.74.162	1
167.71.75.93	1
167.71.77.4	1
167.71.77.16	1
167.71.77.37	1
167.71.77.144	1
167.71.77.198	1
167.71.77.202	1
167.71.77.209	1
167.71.77.241	1
167.71.78.26	1
167.71.78.86	1
167.71.78.103	1
167.71.78.130	1
167.71.78.134	1
167.71.78.188	1
167.71.78.238	1
167.71.82.222	1
167.71.84.143	1
167.71.104.224	1
167.71.115.113	1
167.71.129.252	1
167.71.130.213	1
167.71.133.68	1
167.71.136.156	1
167.71.140.44	1
167.71.140.233	1
167.71.146.159	1
167.71.147.35	1
167.71.175.236	1
167.71.197.171	1
167.71.202.1	1
167.71.224.174	1
167.71.225.121	1
167.71.225.123	1
167.71.225.166	1
167.71.225.169	1
167.71.225.176	1
167.71.225.226	1
167.71.225.227	1
167.71.226.68	1
167.71.226.89	1
167.71.226.108	1
167.71.226.166	1
167.71.226.196	1
167.71.226.224	1
167.71.226.248	1
167.71.227.56	1
167.71.227.61	1
167.71.227.96	1
167.71.227.181	1
167.71.227.202	1
167.71.227.235	1
167.71.228.54	1
167.71.228.102	1
167.71.228.107	1
167.71.228.113	1
167.71.228.171	1
167.71.228.231	1
167.71.228.242	1
167.71.229.198	1
167.71.230.20	1
167.71.230.28	1
167.71.230.43	1
167.71.230.81	1
167.71.230.102	1
167.71.230.115	1
167.71.230.117	1
167.71.230.129	1
167.71.230.193	1
167.71.230.195	1
167.71.231.7	1
167.71.231.17	1
167.71.231.23	1
167.71.231.36	1
167.71.231.120	1
167.71.231.169	1
167.71.231.208	1
167.71.232.34	1
167.71.232.45	1
167.71.232.90	1
167.71.232.121	1
167.71.232.234	1
167.71.233.44	1
167.71.233.119	1
167.71.233.175	1
167.71.233.187	1
167.71.233.198	1
167.71.233.240	1
167.71.234.59	1
167.71.235.74	1
167.71.235.91	1
167.71.235.127	1
167.71.235.224	1
167.71.235.230	1
167.71.236.24	1
167.71.236.47	1
167.71.236.146	1
167.71.236.197	1
167.71.236.215	1
167.71.236.236	1
167.71.236.255	1
167.71.237.5	1
167.71.237.48	1
167.71.237.80	1
167.71.237.129	1
167.71.237.132	1
167.71.237.142	1
167.71.237.188	1
167.71.237.206	1
167.71.237.217	1
167.71.238.167	1
167.71.238.208	1
167.71.238.237	1
167.71.239.22	1
167.71.239.50	1
167.71.239.61	1
167.71.239.73	1
167.71.239.135	1
167.71.239.153	1
167.71.239.213	1
167.71.239.222	1
167.71.239.247	1
167.71.242.124	1
167.86.67.225	1
167.86.76.229	1
167.86.87.145	1
167.86.88.201	1
167.86.102.235	1
167.86.109.193	1
167.88.48.5	1
167.94.138.0	1
167.94.138.64	1
167.94.138.96	1
167.94.138.97	1
167.94.138.98	1
167.94.138.99	1
167.94.138.100	1
167.94.138.101	1
167.94.138.102	1
167.94.138.103	1
167.94.138.104	1
167.94.138.105	1
167.94.138.106	1
167.94.138.107	1
167.94.138.108	1
167.94.138.109	1
167.94.138.110	1
167.94.138.111	1
167.94.138.128	1
167.94.138.129	1
167.94.138.130	1
167.94.138.131	1
167.94.138.132	1
167.94.138.133	1
167.94.138.134	1
167.94.138.135	1
167.94.138.136	1
167.94.138.137	1
167.94.138.138	1
167.94.138.139	1
167.94.138.140	1
167.94.138.141	1
167.94.138.142	1
167.94.138.143	1
167.94.138.144	1
167.94.138.145	1
167.94.138.146	1
167.94.138.147	1
167.94.138.148	1
167.94.138.149	1
167.94.138.150	1
167.94.138.151	1
167.94.138.152	1
167.94.138.153	1
167.94.138.154	1
167.94.138.155	1
167.94.138.156	1
167.94.138.157	1
167.94.138.158	1
167.94.138.159	1
167.94.138.176	1
167.94.138.177	1
167.94.138.178	1
167.94.138.179	1
167.94.138.180	1
167.94.138.181	1
167.94.138.182	1
167.94.138.183	1
167.94.138.184	1
167.94.138.185	1
167.94.138.186	1
167.94.138.187	1
167.94.138.188	1
167.94.138.189	1
167.94.138.190	1
167.94.138.191	1
167.94.138.192	1
167.94.138.193	1
167.94.138.194	1
167.94.138.195	1
167.94.138.196	1
167.94.138.197	1
167.94.138.198	1
167.94.138.199	1
167.94.138.200	1
167.94.138.201	1
167.94.138.202	1
167.94.138.203	1
167.94.138.204	1
167.94.138.205	1
167.94.138.206	1
167.94.138.207	1
167.94.145.0	1
167.94.145.27	1
167.94.145.32	1
167.94.145.33	1
167.94.145.34	1
167.94.145.35	1
167.94.145.36	1
167.94.145.37	1
167.94.145.38	1
167.94.145.39	1
167.94.145.40	1
167.94.145.41	1
167.94.145.42	1
167.94.145.43	1
167.94.145.44	1
167.94.145.45	1
167.94.145.46	1
167.94.145.47	1
167.94.145.96	1
167.94.145.97	1
167.94.145.98	1
167.94.145.101	1
167.94.145.102	1
167.94.145.104	1
167.94.145.105	1
167.94.145.106	1
167.94.145.107	1
167.94.145.108	1
167.94.145.109	1
167.94.145.111	1
167.94.146.0	1
167.94.146.17	1
167.94.146.18	1
167.94.146.19	1
167.94.146.20	1
167.94.146.21	1
167.94.146.22	1
167.94.146.23	1
167.94.146.24	1
167.94.146.25	1
167.94.146.26	1
167.94.146.27	1
167.94.146.28	1
167.94.146.29	1
167.94.146.30	1
167.94.146.31	1
167.94.146.43	1
167.94.146.64	1
167.94.146.66	1
167.94.146.68	1
167.94.146.71	1
167.94.146.73	1
167.94.146.74	1
167.94.146.75	1
167.94.146.76	1
167.99.9.221	1
167.99.11.75	1
167.99.32.16	1
167.99.33.28	1
167.99.33.44	1
167.99.33.67	1
167.99.33.70	1
167.99.33.120	1
167.99.33.162	1
167.99.33.226	1
167.99.33.229	1
167.99.33.238	1
167.99.33.249	1
167.99.33.254	1
167.99.34.2	1
167.99.34.12	1
167.99.34.30	1
167.99.34.51	1
167.99.34.101	1
167.99.34.165	1
167.99.35.30	1
167.99.35.56	1
167.99.35.69	1
167.99.35.74	1
