# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Mon, 30 Mar 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
158.173.36.160	1
158.173.36.161	1
158.173.36.164	1
158.173.36.171	1
158.173.36.227	1
158.173.36.230	1
158.173.36.241	1
158.173.36.245	1
158.173.152.219	1
158.173.156.202	1
158.178.224.130	1
158.178.247.182	1
158.179.195.89	1
158.180.72.73	1
158.180.74.12	1
158.220.84.80	1
158.220.94.129	1
158.220.98.16	1
158.220.99.197	1
158.220.100.71	1
158.220.107.186	1
159.13.54.153	1
159.13.55.238	1
159.54.137.103	1
159.54.168.110	1
159.65.3.82	1
159.65.15.207	1
159.65.17.69	1
159.65.17.124	1
159.65.17.166	1
159.65.17.235	1
159.65.17.253	1
159.65.18.197	1
159.65.19.51	1
159.65.19.61	1
159.65.19.170	1
159.65.19.179	1
159.65.22.24	1
159.65.26.16	1
159.65.31.10	1
159.65.31.152	1
159.65.31.205	1
159.65.42.149	1
159.65.51.29	1
159.65.51.74	1
159.65.51.106	1
159.65.51.191	1
159.65.51.206	1
159.65.51.225	1
159.65.51.228	1
159.65.51.242	1
159.65.56.114	1
159.65.61.240	1
159.65.62.200	1
159.65.63.132	1
159.65.67.133	1
159.65.68.245	1
159.65.83.94	1
159.65.83.143	1
159.65.83.169	1
159.65.83.201	1
159.65.83.235	1
159.65.84.70	1
159.65.84.131	1
159.65.84.138	1
159.65.86.117	1
159.65.86.146	1
159.65.86.160	1
159.65.86.215	1
159.65.87.245	1
159.65.89.81	1
159.65.89.126	1
159.65.89.153	1
159.65.95.74	1
159.65.114.238	1
159.65.119.52	1
159.65.136.120	1
159.65.139.217	1
159.65.143.227	1
159.65.144.10	1
159.65.144.32	1
159.65.144.33	1
159.65.144.44	1
159.65.144.72	1
159.65.144.122	1
159.65.144.248	1
159.65.146.18	1
159.65.146.40	1
159.65.146.72	1
159.65.146.147	1
159.65.146.167	1
159.65.146.171	1
159.65.146.198	1
159.65.148.7	1
159.65.148.32	1
159.65.148.98	1
159.65.148.102	1
159.65.148.141	1
159.65.148.173	1
159.65.148.193	1
159.65.148.234	1
159.65.148.239	1
159.65.149.7	1
159.65.149.84	1
159.65.149.152	1
159.65.149.184	1
159.65.149.255	1
159.65.151.6	1
159.65.151.26	1
159.65.151.71	1
159.65.151.85	1
159.65.151.121	1
159.65.151.200	1
159.65.152.5	1
159.65.152.34	1
159.65.152.61	1
159.65.152.229	1
159.65.152.239	1
159.65.152.249	1
159.65.152.253	1
159.65.153.22	1
159.65.153.60	1
159.65.153.63	1
159.65.153.67	1
159.65.153.137	1
159.65.153.160	1
159.65.153.178	1
159.65.154.2	1
159.65.154.11	1
159.65.154.52	1
159.65.154.170	1
159.65.154.225	1
159.65.154.255	1
159.65.155.81	1
159.65.155.107	1
159.65.155.116	1
159.65.155.162	1
159.65.155.223	1
159.65.156.15	1
159.65.156.72	1
159.65.156.85	1
159.65.156.134	1
159.65.156.213	1
159.65.156.239	1
159.65.157.61	1
159.65.157.80	1
159.65.157.81	1
159.65.157.96	1
159.65.157.146	1
159.65.157.156	1
159.65.157.181	1
159.65.157.197	1
159.65.158.38	1
159.65.158.53	1
159.65.158.69	1
159.65.158.180	1
159.65.158.243	1
159.65.159.81	1
159.65.167.144	1
159.65.170.51	1
159.65.180.206	1
159.65.181.24	1
159.65.188.29	1
159.65.192.7	1
159.65.192.74	1
159.65.192.97	1
159.65.192.127	1
159.65.192.184	1
159.65.192.218	1
159.65.193.17	1
159.65.193.39	1
159.65.193.188	1
159.65.193.202	1
159.65.193.230	1
159.65.193.236	1
159.65.195.45	1
159.65.195.71	1
159.65.195.109	1
159.65.195.113	1
159.65.195.143	1
159.65.195.163	1
159.65.195.166	1
159.65.195.187	1
159.65.195.204	1
159.65.195.229	1
159.65.195.251	1
159.65.195.252	1
159.65.197.42	1
159.65.197.67	1
159.65.197.104	1
159.65.197.135	1
159.65.197.224	1
159.65.197.229	1
159.65.198.29	1
159.65.198.37	1
159.65.198.93	1
159.65.198.124	1
159.65.198.136	1
159.65.198.164	1
159.65.198.231	1
159.65.199.27	1
159.65.199.46	1
159.65.199.140	1
159.65.199.204	1
159.65.199.211	1
159.65.199.239	1
159.65.199.247	1
159.65.200.26	1
159.65.200.61	1
159.65.200.108	1
159.65.200.124	1
159.65.200.174	1
159.65.201.11	1
159.65.201.67	1
159.65.201.126	1
159.65.201.152	1
159.65.201.191	1
159.65.201.208	1
159.65.201.210	1
159.65.201.222	1
159.65.202.58	1
159.65.202.73	1
159.65.202.74	1
159.65.202.97	1
159.65.202.207	1
159.65.202.238	1
159.65.204.100	1
159.65.204.248	1
159.65.205.125	1
159.65.205.136	1
159.65.205.146	1
159.65.205.151	1
159.65.205.227	1
159.65.205.233	1
159.65.206.37	1
159.65.206.107	1
159.65.206.162	1
159.65.206.181	1
159.65.206.223	1
159.65.206.232	1
159.65.206.235	1
159.65.207.11	1
159.65.207.66	1
159.65.207.105	1
159.65.207.112	1
159.65.207.120	1
159.65.207.175	1
159.65.207.240	1
159.65.235.41	1
159.65.237.133	1
159.65.252.173	1
159.69.64.245	1
159.75.127.176	1
159.89.20.1	1
159.89.20.223	1
159.89.25.195	1
159.89.29.240	1
159.89.49.1	1
159.89.50.238	1
159.89.84.62	1
159.89.86.85	1
159.89.88.188	1
159.89.103.19	1
159.89.105.240	1
159.89.115.112	1
159.89.121.21	1
159.89.121.34	1
159.89.121.43	1
159.89.121.47	1
159.89.121.115	1
159.89.121.138	1
159.89.121.188	1
159.89.121.189	1
159.89.124.17	1
159.89.124.86	1
159.89.124.111	1
159.89.124.124	1
159.89.124.152	1
159.89.124.172	1
159.89.124.188	1
159.89.127.165	1
159.89.160.21	1
159.89.160.76	1
159.89.160.83	1
159.89.160.116	1
159.89.160.143	1
159.89.160.174	1
159.89.161.82	1
159.89.161.111	1
159.89.161.208	1
159.89.162.31	1
159.89.162.202	1
159.89.162.235	1
159.89.163.82	1
159.89.163.149	1
159.89.163.223	1
159.89.165.4	1
159.89.165.43	1
159.89.165.68	1
159.89.165.79	1
159.89.165.114	1
159.89.165.127	1
159.89.165.137	1
159.89.165.167	1
159.89.165.192	1
159.89.167.56	1
159.89.167.94	1
159.89.167.118	1
159.89.167.184	1
159.89.167.233	1
159.89.168.5	1
159.89.168.78	1
159.89.168.87	1
159.89.168.180	1
159.89.169.27	1
159.89.169.30	1
159.89.169.41	1
159.89.169.45	1
159.89.169.53	1
159.89.169.57	1
159.89.169.109	1
159.89.169.211	1
159.89.169.236	1
159.89.170.93	1
159.89.170.95	1
159.89.170.174	1
159.89.170.191	1
159.89.170.202	1
159.89.170.213	1
159.89.170.228	1
159.89.170.233	1
159.89.170.243	1
159.89.172.47	1
159.89.172.196	1
159.89.172.202	1
159.89.172.216	1
159.89.174.24	1
159.89.174.43	1
159.89.174.48	1
159.89.174.87	1
159.89.174.110	1
159.89.174.122	1
159.89.174.133	1
159.89.174.141	1
159.89.174.241	1
159.89.175.151	1
159.89.175.196	1
159.89.207.113	1
159.100.6.59	1
159.112.141.149	1
159.146.43.197	1
159.146.65.152	1
159.194.206.28	1
159.195.71.36	1
159.195.94.111	1
159.196.132.108	1
159.198.76.140	1
159.203.7.132	1
159.203.12.51	1
159.203.26.165	1
159.203.37.57	1
159.203.41.140	1
159.203.44.17	1
159.203.44.53	1
159.203.44.72	1
159.203.44.105	1
159.203.44.134	1
159.203.44.163	1
159.203.44.174	1
159.203.44.228	1
159.203.44.250	1
159.203.56.61	1
159.203.58.78	1
159.203.58.152	1
159.203.58.203	1
159.203.59.197	1
159.203.59.216	1
159.203.59.244	1
159.203.62.241	1
159.203.138.173	1
159.203.140.46	1
159.223.0.20	1
159.223.0.40	1
159.223.0.56	1
159.223.0.89	1
159.223.0.105	1
159.223.0.115	1
159.223.0.139	1
159.223.0.171	1
159.223.0.197	1
159.223.0.198	1
159.223.0.218	1
159.223.1.5	1
159.223.1.22	1
159.223.1.39	1
159.223.1.245	1
159.223.2.26	1
159.223.2.60	1
159.223.2.63	1
159.223.2.70	1
159.223.2.137	1
159.223.2.162	1
159.223.2.178	1
159.223.2.210	1
159.223.2.249	1
159.223.3.11	1
159.223.3.32	1
159.223.3.153	1
159.223.3.190	1
159.223.3.228	1
159.223.3.231	1
159.223.4.25	1
159.223.4.28	1
159.223.4.35	1
159.223.4.58	1
159.223.4.72	1
159.223.4.99	1
159.223.4.129	1
159.223.4.152	1
159.223.4.160	1
159.223.4.184	1
159.223.4.252	1
159.223.5.2	1
159.223.5.72	1
159.223.5.81	1
159.223.5.82	1
159.223.5.132	1
159.223.5.134	1
159.223.5.215	1
159.223.5.226	1
159.223.7.19	1
159.223.7.23	1
159.223.7.39	1
159.223.7.60	1
159.223.7.66	1
159.223.7.240	1
159.223.7.243	1
159.223.8.43	1
159.223.8.76	1
159.223.8.81	1
159.223.8.185	1
159.223.8.192	1
159.223.10.15	1
159.223.10.56	1
159.223.10.121	1
159.223.10.223	1
159.223.11.30	1
159.223.11.33	1
159.223.11.59	1
159.223.11.74	1
159.223.11.84	1
159.223.11.153	1
159.223.11.161	1
159.223.11.216	1
159.223.11.231	1
159.223.12.32	1
159.223.12.51	1
159.223.12.59	1
159.223.12.111	1
159.223.12.135	1
159.223.12.147	1
159.223.12.157	1
159.223.12.197	1
159.223.12.226	1
159.223.12.231	1
159.223.13.28	1
159.223.13.92	1
159.223.13.96	1
159.223.13.134	1
159.223.13.144	1
159.223.13.162	1
159.223.13.176	1
159.223.13.213	1
159.223.13.214	1
159.223.14.5	1
159.223.14.7	1
159.223.14.22	1
159.223.14.29	1
159.223.14.30	1
159.223.14.41	1
159.223.14.66	1
159.223.14.122	1
159.223.14.144	1
159.223.14.207	1
159.223.14.232	1
159.223.25.155	1
159.223.27.105	1
159.223.57.47	1
159.223.69.13	1
159.223.103.141	1
159.223.132.86	1
159.223.173.74	1
159.223.189.106	1
159.223.206.146	1
159.223.209.114	1
159.223.209.152	1
159.223.209.172	1
159.223.209.186	1
159.223.209.198	1
159.223.209.221	1
159.223.210.20	1
159.223.210.54	1
159.223.210.64	1
159.223.210.83	1
159.223.210.96	1
159.223.210.97	1
159.223.210.204	1
159.223.210.212	1
159.223.211.46	1
159.223.211.58	1
159.223.211.70	1
159.223.211.84	1
159.223.211.96	1
159.223.211.171	1
159.223.211.182	1
159.223.211.247	1
159.223.212.29	1
159.223.212.84	1
159.223.212.102	1
159.223.212.136	1
159.223.212.254	1
159.223.213.9	1
159.223.213.17	1
159.223.213.55	1
159.223.213.62	1
159.223.213.130	1
159.223.213.212	1
159.223.213.235	1
159.223.214.23	1
159.223.214.33	1
159.223.214.69	1
159.223.214.143	1
159.223.214.190	1
159.223.214.211	1
159.223.214.216	1
159.223.214.225	1
159.223.216.62	1
159.223.216.100	1
159.223.216.191	1
159.223.216.211	1
159.223.216.225	1
159.223.216.237	1
159.223.217.28	1
159.223.217.102	1
159.223.217.105	1
159.223.217.123	1
159.223.217.165	1
159.223.217.167	1
159.223.217.202	1
159.223.217.218	1
159.223.220.2	1
159.223.220.16	1
159.223.220.31	1
159.223.220.50	1
159.223.220.56	1
159.223.220.62	1
159.223.220.104	1
159.223.220.110	1
159.223.220.157	1
159.223.220.183	1
159.223.220.192	1
159.223.221.46	1
159.223.221.57	1
159.223.221.77	1
159.223.221.110	1
159.223.221.145	1
159.223.221.149	1
159.223.221.215	1
159.223.221.224	1
159.223.223.1	1
159.223.223.24	1
159.223.223.61	1
159.223.223.68	1
159.223.223.156	1
159.223.223.181	1
159.223.223.186	1
159.223.224.92	1
159.223.224.116	1
159.223.224.125	1
159.223.224.140	1
159.223.224.144	1
159.223.224.145	1
159.223.224.182	1
159.223.224.220	1
159.223.224.229	1
159.223.226.31	1
159.223.226.80	1
159.223.226.105	1
159.223.226.118	1
159.223.226.142	1
159.223.227.23	1
159.223.227.51	1
159.223.227.52	1
159.223.227.114	1
159.223.227.117	1
159.223.227.155	1
159.223.227.182	1
159.223.227.223	1
159.223.227.238	1
159.223.228.20	1
159.223.228.43	1
159.223.228.62	1
159.223.228.91	1
159.223.228.97	1
159.223.228.114	1
159.223.228.122	1
159.223.228.181	1
159.223.228.204	1
159.223.228.227	1
159.223.229.63	1
159.223.229.86	1
159.223.229.103	1
159.223.229.140	1
159.223.229.174	1
159.223.229.210	1
159.223.230.42	1
159.223.230.46	1
159.223.230.61	1
159.223.230.121	1
159.223.230.214	1
159.223.231.120	1
159.223.231.133	1
159.223.231.151	1
159.223.231.164	1
159.223.231.177	1
159.223.231.196	1
159.223.231.199	1
159.223.231.214	1
159.223.231.231	1
159.223.231.254	1
159.223.233.62	1
159.223.234.2	1
159.223.234.12	1
159.223.234.246	1
159.223.235.60	1
159.223.235.89	1
159.223.235.115	1
159.223.235.180	1
159.223.235.199	1
159.223.235.201	1
159.223.235.224	1
159.223.236.0	1
159.223.236.17	1
159.223.236.35	1
159.223.236.45	1
159.223.236.57	1
159.223.236.81	1
159.223.236.118	1
159.223.236.134	1
159.223.236.137	1
159.223.236.164	1
159.223.236.193	1
159.223.237.4	1
159.223.237.37	1
159.223.237.53	1
159.223.237.132	1
159.223.237.143	1
159.223.237.207	1
159.223.237.238	1
159.223.238.12	1
159.223.238.31	1
159.223.238.36	1
159.223.238.61	1
159.223.238.101	1
159.223.238.153	1
159.223.238.161	1
159.223.239.4	1
159.223.239.25	1
159.223.239.42	1
159.223.239.58	1
159.223.239.61	1
159.223.239.63	1
159.223.239.73	1
159.223.239.204	1
159.224.188.242	1
159.253.120.149	1
160.3.221.54	1
160.16.114.120	1
160.19.152.74	1
160.22.84.29	1
160.22.193.35	1
160.25.95.171	1
160.30.4.76	1
160.30.160.232	1
160.30.179.245	1
160.119.76.16	1
160.119.76.17	1
160.119.76.19	1
160.119.76.22	1
160.119.76.23	1
160.119.76.25	1
160.119.76.26	1
160.119.76.27	1
160.119.76.28	1
160.119.76.29	1
160.119.76.30	1
160.119.76.31	1
160.119.76.32	1
160.119.76.33	1
160.119.76.34	1
160.119.76.35	1
160.119.76.36	1
160.119.76.37	1
160.119.76.38	1
160.119.76.39	1
160.119.76.40	1
160.119.76.42	1
160.119.76.65	1
160.119.76.250	1
160.119.101.103	1
160.153.180.59	1
160.153.191.50	1
160.153.246.243	1
160.154.84.192	1
160.187.141.195	1
160.187.210.79	1
160.191.243.61	1
160.238.95.132	1
160.242.192.126	1
160.250.133.80	1
161.33.4.128	1
161.35.5.206	1
161.35.21.188	1
161.35.35.88	1
161.35.35.98	1
161.35.35.160	1
161.35.35.169	1
161.35.36.99	1
161.35.36.227	1
161.35.38.50	1
161.35.38.158	1
161.35.40.108	1
161.35.40.174	1
161.35.40.196	1
161.35.42.240	1
161.35.42.243	1
161.35.46.38	1
161.35.46.72	1
161.35.46.136	1
161.35.46.137	1
161.35.46.223	1
161.35.46.249	1
161.35.49.79	1
161.35.50.2	1
161.35.50.195	1
161.35.78.152	1
161.35.80.38	1
161.35.80.68	1
161.35.80.76	1
161.35.80.223	1
161.35.80.235	1
161.35.81.198	1
161.35.82.22	1
161.35.82.85	1
161.35.82.101	1
161.35.82.126	1
161.35.83.21	1
161.35.83.36	1
161.35.83.168	1
161.35.83.189	1
161.35.83.251	1
161.35.84.16	1
161.35.84.53	1
161.35.84.55	1
161.35.84.78	1
161.35.84.135	1
161.35.84.153	1
161.35.84.172	1
161.35.84.178	1
161.35.84.229	1
161.35.85.7	1
161.35.85.31	1
161.35.85.57	1
161.35.85.103	1
161.35.85.149	1
161.35.85.171	1
161.35.85.205	1
161.35.85.234	1
161.35.85.243	1
161.35.85.244	1
161.35.86.57	1
161.35.86.62	1
161.35.86.65	1
161.35.86.146	1
161.35.86.204	1
161.35.86.226	1
161.35.87.43	1
161.35.87.54	1
161.35.87.57	1
161.35.87.125	1
161.35.87.133	1
161.35.87.216	1
161.35.87.217	1
161.35.88.0	1
161.35.88.15	1
161.35.88.52	1
161.35.88.125	1
161.35.88.168	1
161.35.88.217	1
161.35.89.26	1
161.35.89.49	1
161.35.89.60	1
161.35.89.62	1
161.35.89.133	1
161.35.89.142	1
161.35.89.155	1
161.35.89.194	1
161.35.89.223	1
161.35.91.21	1
161.35.91.32	1
161.35.91.43	1
161.35.91.93	1
161.35.91.101	1
161.35.91.123	1
161.35.91.128	1
161.35.91.143	1
161.35.91.165	1
161.35.91.228	1
161.35.91.233	1
161.35.92.13	1
161.35.92.26	1
161.35.92.79	1
161.35.92.123	1
161.35.92.149	1
161.35.92.199	1
161.35.92.207	1
161.35.92.213	1
161.35.92.247	1
161.35.93.23	1
161.35.93.36	1
161.35.93.54	1
161.35.93.92	1
161.35.93.95	1
161.35.93.129	1
161.35.93.140	1
161.35.93.148	1
161.35.94.108	1
161.35.94.111	1
161.35.94.127	1
161.35.94.188	1
161.35.94.191	1
161.35.94.254	1
161.35.95.7	1
161.35.95.27	1
161.35.95.83	1
161.35.95.137	1
161.35.95.140	1
161.35.95.160	1
161.35.95.166	1
161.35.95.197	1
161.35.95.200	1
161.35.125.217	1
161.35.135.102	1
161.35.144.49	1
161.35.144.77	1
161.35.144.112	1
161.35.144.162	1
161.35.144.163	1
161.35.144.244	1
161.35.145.6	1
161.35.145.35	1
161.35.145.89	1
161.35.145.105	1
161.35.145.175	1
161.35.145.185	1
161.35.145.215	1
161.35.145.225	1
161.35.146.14	1
161.35.146.29	1
161.35.146.76	1
161.35.146.98	1
161.35.146.158	1
161.35.146.209	1
161.35.147.4	1
161.35.147.10	1
161.35.147.28	1
161.35.147.36	1
161.35.147.43	1
161.35.147.57	1
161.35.147.97	1
161.35.147.172	1
161.35.147.221	1
161.35.147.242	1
161.35.148.7	1
161.35.148.13	1
161.35.148.28	1
161.35.148.55	1
161.35.148.60	1
161.35.148.68	1
161.35.148.210	1
161.35.148.255	1
161.35.149.3	1
161.35.149.50	1
161.35.149.99	1
161.35.149.164	1
161.35.149.230	1
161.35.149.246	1
161.35.150.24	1
161.35.150.86	1
161.35.150.94	1
161.35.150.108	1
161.35.150.159	1
161.35.150.164	1
161.35.150.178	1
161.35.150.199	1
161.35.151.15	1
161.35.151.61	1
161.35.151.80	1
161.35.151.107	1
161.35.151.175	1
161.35.151.179	1
161.35.151.184	1
161.35.151.186	1
161.35.151.247	1
161.35.151.248	1
161.35.153.34	1
161.35.153.49	1
161.35.153.91	1
161.35.153.129	1
161.35.153.167	1
161.35.153.169	1
161.35.153.179	1
161.35.153.213	1
161.35.153.214	1
161.35.153.235	1
161.35.153.250	1
161.35.155.42	1
161.35.155.76	1
161.35.155.101	1
161.35.155.139	1
161.35.155.170	1
161.35.155.240	1
161.35.156.22	1
161.35.156.85	1
161.35.156.187	1
161.35.157.39	1
161.35.157.102	1
161.35.157.127	1
161.35.157.152	1
161.35.157.181	1
161.35.157.200	1
161.35.157.218	1
161.35.157.220	1
161.35.157.231	1
161.35.157.234	1
161.35.157.237	1
161.35.157.248	1
161.35.158.26	1
161.35.158.27	1
161.35.158.59	1
161.35.158.159	1
161.35.158.165	1
161.35.158.184	1
161.35.159.0	1
161.35.159.17	1
161.35.159.20	1
161.35.159.49	1
161.35.159.55	1
161.35.159.58	1
161.35.159.81	1
161.35.159.108	1
161.35.159.117	1
161.35.159.203	1
161.35.163.25	1
161.35.166.26	1
161.35.167.31	1
161.35.167.168	1
161.35.167.176	1
161.35.167.201	1
161.35.167.231	1
161.35.173.78	1
161.35.175.18	1
161.35.175.40	1
161.35.175.74	1
161.35.175.121	1
161.35.175.128	1
161.35.175.199	1
161.35.175.244	1
161.81.253.3	1
161.97.67.38	1
161.97.99.230	1
161.97.115.179	1
161.97.143.120	1
161.97.161.123	1
161.97.166.122	1
161.97.166.143	1
161.97.173.12	1
161.97.173.52	1
161.97.175.65	1
161.115.234.5	1
161.115.234.7	1
161.115.234.37	1
161.115.234.72	1
161.115.234.73	1
161.115.234.75	1
161.115.234.85	1
161.115.234.103	1
161.115.234.131	1
161.115.234.137	1
161.115.234.141	1
161.115.234.171	1
161.115.234.173	1
161.115.234.202	1
161.115.234.203	1
161.118.202.219	1
161.118.222.124	1
161.129.64.90	1
161.132.38.88	1
161.132.47.188	1
161.132.49.90	1
161.142.152.68	1
161.153.52.7	1
161.178.132.46	1
161.178.140.192	1
161.248.81.130	1
161.248.162.15	1
161.248.178.217	1
161.248.178.236	1
162.0.213.109	1
162.19.69.214	1
162.19.153.243	1
162.43.96.32	1
162.62.213.165	1
162.83.212.209	1
162.118.3.31	1
162.142.125.0	1
162.142.125.80	1
162.142.125.81	1
162.142.125.82	1
162.142.125.83	1
162.142.125.84	1
162.142.125.85	1
162.142.125.86	1
162.142.125.87	1
162.142.125.88	1
162.142.125.89	1
162.142.125.90	1
162.142.125.91	1
162.142.125.92	1
162.142.125.93	1
162.142.125.94	1
162.142.125.95	1
162.142.125.112	1
162.142.125.113	1
162.142.125.114	1
162.142.125.115	1
162.142.125.116	1
162.142.125.117	1
162.142.125.118	1
162.142.125.119	1
162.142.125.120	1
162.142.125.121	1
162.142.125.122	1
162.142.125.123	1
162.142.125.124	1
162.142.125.125	1
162.142.125.126	1
162.142.125.127	1
162.142.125.128	1
162.142.125.129	1
162.142.125.130	1
162.142.125.131	1
162.142.125.132	1
162.142.125.133	1
162.142.125.134	1
162.142.125.135	1
162.142.125.136	1
162.142.125.137	1
162.142.125.138	1
162.142.125.139	1
162.142.125.140	1
162.142.125.141	1
162.142.125.142	1
162.142.125.143	1
162.142.125.144	1
162.142.125.224	1
162.142.125.225	1
162.142.125.226	1
162.142.125.227	1
162.142.125.228	1
162.142.125.229	1
162.142.125.230	1
162.142.125.231	1
162.142.125.232	1
162.142.125.233	1
162.142.125.234	1
162.142.125.235	1
162.142.125.236	1
162.142.125.237	1
162.142.125.238	1
162.142.125.239	1
162.142.125.240	1
162.142.125.241	1
162.142.125.242	1
162.142.125.243	1
162.142.125.244	1
162.142.125.245	1
162.142.125.246	1
162.142.125.247	1
162.142.125.248	1
162.142.125.249	1
162.142.125.250	1
162.142.125.251	1
162.142.125.252	1
162.142.125.253	1
162.142.125.254	1
162.142.125.255	1
162.214.99.34	1
162.214.101.10	1
162.216.16.109	1
162.216.18.113	1
162.216.149.90	1
162.216.149.112	1
162.216.149.133	1
162.216.149.155	1
162.216.150.0	1
162.216.150.6	1
162.216.150.119	1
162.216.150.127	1
162.216.150.129	1
162.216.150.204	1
162.216.150.240	1
162.216.150.242	1
162.219.216.183	1
162.221.197.240	1
162.223.0.101	1
162.224.236.87	1
162.240.29.92	1
162.240.39.179	1
162.240.54.168	1
162.240.101.84	1
162.240.102.68	1
162.240.109.153	1
162.240.148.15	1
162.240.154.125	1
162.240.212.247	1
162.240.214.62	1
162.240.226.121	1
162.240.230.228	1
162.241.2.57	1
162.241.2.67	1
162.241.2.94	1
162.241.2.99	1
162.241.2.138	1
162.241.2.148	1
162.241.2.158	1
162.241.2.179	1
162.241.2.184	1
162.241.2.189	1
162.241.2.204	1
162.241.2.210	1
162.241.2.215	1
162.241.2.220	1
162.241.2.240	1
162.241.2.250	1
162.241.3.6	1
162.241.30.65	1
162.241.49.35	1
162.241.60.11	1
162.241.60.16	1
162.241.60.43	1
162.241.60.48	1
162.241.60.76	1
162.241.60.154	1
162.241.60.164	1
162.241.60.169	1
162.241.60.179	1
162.241.60.205	1
162.241.60.241	1
162.241.60.246	1
162.241.61.0	1
162.241.61.40	1
162.241.61.45	1
162.241.61.65	1
162.241.61.75	1
162.241.61.95	1
162.241.61.125	1
162.241.61.145	1
162.241.61.195	1
162.241.61.205	1
162.241.61.210	1
162.241.61.230	1
162.241.62.30	1
162.241.62.45	1
162.241.62.60	1
162.241.62.112	1
162.241.62.117	1
162.241.62.132	1
162.241.62.137	1
162.241.62.142	1
162.241.62.177	1
162.241.62.197	1
162.241.62.202	1
162.241.62.207	1
162.241.62.217	1
162.241.63.6	1
162.241.63.73	1
162.241.63.83	1
162.241.87.197	1
162.241.127.152	1
162.241.131.0	1
162.241.149.132	1
162.241.203.7	1
162.241.203.17	1
162.241.203.32	1
162.241.203.42	1
162.241.203.77	1
162.241.203.87	1
162.241.203.92	1
162.241.203.97	1
162.241.203.107	1
162.241.203.117	1
162.241.203.122	1
162.241.203.127	1
162.241.203.142	1
162.241.203.147	1
162.241.203.157	1
162.241.203.162	1
162.241.203.167	1
162.241.203.202	1
162.241.203.212	1
162.241.203.222	1
162.241.203.227	1
162.241.203.232	1
162.241.203.237	1
162.241.219.50	1
162.241.219.107	1
162.243.51.145	1
162.243.160.48	1
162.243.168.40	1
162.243.174.28	1
162.251.234.10	1
163.5.79.116	1
163.5.102.95	1
163.5.210.239	1
163.43.18.248	1
163.43.147.181	1
163.47.203.79	1
163.61.60.30	1
163.61.72.96	1
163.61.110.148	1
163.172.50.79	1
163.172.54.29	1
163.172.206.94	1
163.172.207.83	1
163.176.147.177	1
163.192.9.96	1
163.192.99.169	1
163.192.156.149	1
163.223.99.5	1
163.245.212.123	1
164.52.0.92	1
164.52.24.185	1
164.52.24.186	1
164.52.219.98	1
164.68.111.175	1
164.68.113.99	1
164.68.122.225	1
164.90.192.41	1
164.90.192.44	1
164.90.192.89	1
164.90.192.126	1
164.90.192.135	1
164.90.192.141	1
164.90.192.156	1
164.90.192.193	1
164.90.192.205	1
164.90.195.82	1
164.90.195.84	1
164.90.195.107	1
164.90.195.133	1
164.90.195.140	1
164.90.195.199	1
164.90.195.224	1
164.90.195.249	1
164.90.196.94	1
164.90.196.150	1
164.90.196.151	1
164.90.197.58	1
164.90.197.69	1
164.90.197.108	1
164.90.197.114	1
164.90.197.119	1
164.90.197.128	1
164.90.197.160	1
164.90.197.198	1
164.90.197.231	1
164.90.197.236	1
164.90.197.248	1
164.90.199.114	1
164.90.199.168	1
164.90.199.181	1
164.90.200.2	1
164.90.200.5	1
164.90.200.22	1
164.90.200.37	1
164.90.200.43	1
164.90.200.56	1
164.90.200.103	1
164.90.200.129	1
164.90.200.179	1
164.90.200.214	1
164.90.201.75	1
164.90.201.94	1
164.90.201.101	1
164.90.201.112	1
164.90.202.58	1
164.90.202.176	1
164.90.202.210	1
164.90.202.232	1
164.90.202.240	1
164.90.204.10	1
164.90.204.70	1
164.90.204.94	1
164.90.204.119	1
164.90.204.124	1
164.90.204.187	1
164.90.204.243	1
164.90.204.247	1
164.90.205.41	1
164.90.205.122	1
164.90.205.152	1
164.90.205.158	1
164.90.205.180	1
164.90.205.223	1
164.90.206.114	1
164.90.206.125	1
164.90.206.133	1
164.90.206.134	1
164.90.206.148	1
164.90.206.183	1
164.90.206.210	1
164.90.207.8	1
164.90.207.24	1
164.90.207.105	1
164.90.207.150	1
164.90.207.153	1
164.90.208.56	1
164.90.220.37	1
164.90.229.184	1
164.90.236.201	1
164.90.238.10	1
164.92.87.77	1
164.92.97.149	1
164.92.107.174	1
164.92.117.229	1
164.92.144.12	1
164.92.144.50	1
164.92.144.94	1
164.92.144.99	1
164.92.144.110	1
164.92.144.124	1
164.92.144.190	1
164.92.144.198	1
164.92.144.228	1
164.92.145.18	1
164.92.145.48	1
164.92.145.59	1
164.92.145.103	1
164.92.145.107	1
164.92.145.221	1
164.92.146.30	1
164.92.146.37	1
164.92.146.38	1
164.92.146.67	1
164.92.146.75	1
164.92.146.118	1
164.92.146.142	1
164.92.146.210	1
164.92.146.232	1
164.92.147.36	1
164.92.147.99	1
164.92.147.161	1
164.92.147.202	1
164.92.147.208	1
164.92.147.217	1
164.92.147.219	1
164.92.147.225	1
164.92.147.231	1
164.92.148.58	1
164.92.148.93	1
164.92.148.103	1
164.92.148.114	1
164.92.148.118	1
164.92.148.188	1
164.92.148.205	1
164.92.148.216	1
164.92.149.66	1
164.92.149.113	1
164.92.149.209	1
164.92.149.226	1
